Rideshare_Company,Order_Date,Customer_Id,Number_Of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Historical_Unit_Price,Pricing_Model,Supply_By_Demand,"Demand_Profile
(34%-66%-MED)"
HWCO,11/22/25,User_SIL_257,48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,$524.17 ,$4.23 ,STANDARD,37.50%,MEDIUM
HWCO,11/22/25,User_GLD_213,82,65,Urban,Gold,43,4.8,Night,Premium,112,$330.23 ,$2.95 ,CONTRACTED,79.27%,LOW
HWCO,11/22/25,User_REG_226,63,48,Rural,Regular,88,4.09,Morning,Economy,70,$212.74 ,$3.04 ,STANDARD,76.19%,LOW
HWCO,11/22/25,User_REG_227,44,24,Urban,Regular,83,3.61,Night,Economy,13,$48.93 ,$3.76 ,STANDARD,54.55%,MEDIUM
HWCO,11/22/25,User_GLD_214,39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,$734.40 ,$4.45 ,CUSTOM,46.15%,MEDIUM
HWCO,11/22/25,User_GLD_215,23,7,Rural,Gold,98,4.35,Morning,Economy,76,$281.34 ,$3.70 ,STANDARD,30.43%,HIGH
HWCO,11/22/25,User_SIL_258,31,7,Rural,Silver,27,4.73,Morning,Premium,141,$476.29 ,$3.38 ,CONTRACTED,22.58%,HIGH
HWCO,11/22/25,User_REG_228,44,7,Rural,Regular,55,3.66,Night,Premium,103,$490.34 ,$4.76 ,STANDARD,15.91%,HIGH
HWCO,11/22/25,User_GLD_216,23,5,Urban,Gold,92,3.71,Night,Economy,105,$363.44 ,$3.46 ,STANDARD,21.74%,HIGH
HWCO,11/22/25,User_SIL_259,63,46,Urban,Silver,36,4.59,Morning,Economy,18,$49.84 ,$2.77 ,CONTRACTED,73.02%,LOW
HWCO,11/22/25,User_GLD_217,25,15,Urban,Gold,15,4.18,Morning,Premium,176,$516.83 ,$2.94 ,CONTRACTED,60.00%,MEDIUM
HWCO,11/22/25,User_REG_229,27,11,Rural,Regular,1,4.34,Night,Economy,99,$262.69 ,$2.65 ,CONTRACTED,40.74%,MEDIUM
HWCO,11/22/25,User_GLD_218,57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,$423.51 ,$3.96 ,STANDARD,49.12%,MEDIUM
HWCO,11/22/25,User_GLD_219,83,26,Suburban,Gold,77,3.62,Night,Premium,74,$373.98 ,$5.05 ,STANDARD,31.33%,HIGH
HWCO,11/22/25,User_REG_230,80,5,Suburban,Regular,53,3.67,Evening,Premium,48,$184.24 ,$3.84 ,CONTRACTED,6.25%,HIGH
HWCO,11/22/25,User_SIL_260,50,40,Rural,Silver,61,4.7,Evening,Premium,73,$319.11 ,$4.37 ,STANDARD,80.00%,LOW
HWCO,11/22/25,User_GLD_220,84,8,Rural,Gold,21,4.63,Night,Economy,172,$549.20 ,$3.19 ,STANDARD,9.52%,HIGH
HWCO,11/22/25,User_REG_231,90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,$427.86 ,$4.92 ,STANDARD,60.00%,MEDIUM
HWCO,11/22/25,User_SIL_261,28,9,Urban,Silver,68,4.82,Evening,Premium,43,$164.32 ,$3.82 ,CONTRACTED,32.14%,HIGH
HWCO,11/22/25,User_SIL_262,97,64,Rural,Silver,62,3.52,Morning,Premium,152,$638.13 ,$4.20 ,STANDARD,65.98%,MEDIUM
HWCO,11/22/25,User_SIL_263,99,22,Suburban,Silver,7,4.4,Morning,Economy,39,$131.44 ,$3.37 ,STANDARD,22.22%,HIGH
HWCO,11/22/25,User_REG_232,96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,$55.64 ,$2.65 ,CONTRACTED,55.21%,MEDIUM
HWCO,11/22/25,User_GLD_221,88,69,Rural,Gold,89,3.6,Evening,Premium,107,$467.93 ,$4.37 ,STANDARD,78.41%,LOW
HWCO,11/22/25,User_SIL_264,53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,$120.25 ,$4.62 ,STANDARD,32.08%,HIGH
HWCO,11/22/25,User_SIL_265,28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,$374.66 ,$3.82 ,STANDARD,50.00%,MEDIUM
HWCO,11/22/25,User_REG_233,59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,$269.44 ,$4.02 ,CONTRACTED,35.59%,MEDIUM
HWCO,11/22/25,User_GLD_222,50,27,Suburban,Gold,100,4.22,Morning,Premium,173,$685.67 ,$3.96 ,CONTRACTED,54.00%,MEDIUM
HWCO,11/22/25,User_GLD_223,89,8,Urban,Gold,40,3.59,Morning,Premium,151,$528.00 ,$3.50 ,CONTRACTED,8.99%,HIGH
HWCO,11/22/25,User_SIL_266,83,34,Urban,Silver,96,4.71,Evening,Premium,176,$812.07 ,$4.61 ,STANDARD,40.96%,MEDIUM
HWCO,11/22/25,User_GLD_224,73,14,Urban,Gold,28,4.31,Evening,Economy,29,$118.97 ,$4.10 ,STANDARD,19.18%,HIGH
HWCO,11/22/25,User_REG_234,76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,$406.59 ,$2.95 ,CONTRACTED,46.05%,MEDIUM
HWCO,11/22/25,User_SIL_267,56,35,Rural,Silver,33,3.97,Morning,Economy,47,$134.78 ,$2.87 ,CONTRACTED,62.50%,MEDIUM
HWCO,11/23/25,User_REG_235,40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,$343.80 ,$4.14 ,STANDARD,50.00%,MEDIUM
HWCO,11/23/25,User_SIL_268,27,6,Urban,Silver,92,3.73,Night,Premium,125,$460.28 ,$3.68 ,CONTRACTED,22.22%,HIGH
HWCO,11/23/25,User_REG_236,32,7,Urban,Regular,79,4.05,Morning,Economy,83,$306.39 ,$3.69 ,STANDARD,21.88%,HIGH
HWCO,11/23/25,User_SIL_269,48,24,Urban,Silver,35,4.2,Night,Premium,51,$251.42 ,$4.93 ,STANDARD,50.00%,MEDIUM
HWCO,11/23/25,User_GLD_225,71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,$614.64 ,$4.39 ,STANDARD,57.75%,MEDIUM
HWCO,11/23/25,User_SIL_270,53,6,Rural,Silver,74,4.12,Night,Economy,76,$231.17 ,$3.04 ,STANDARD,11.32%,HIGH
HWCO,11/23/25,User_SIL_271,87,44,Rural,Silver,61,3.87,Evening,Premium,16,$117.76 ,$7.36 ,STANDARD,50.57%,MEDIUM
HWCO,11/23/25,User_REG_237,36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,$253.49 ,$3.52 ,CONTRACTED,44.44%,MEDIUM
HWCO,11/23/25,User_GLD_226,39,20,Rural,Gold,71,4.11,Morning,Economy,111,$404.60 ,$3.65 ,STANDARD,51.28%,MEDIUM
HWCO,11/23/25,User_GLD_227,91,81,Rural,Gold,15,4.68,Evening,Premium,20,$135.18 ,$6.76 ,STANDARD,89.01%,LOW
HWCO,11/23/25,User_REG_238,31,18,Urban,Regular,46,4.86,Night,Economy,128,$360.86 ,$2.82 ,CONTRACTED,58.06%,MEDIUM
HWCO,11/23/25,User_SIL_272,94,67,Suburban,Silver,34,4.64,Night,Premium,64,$231.33 ,$3.61 ,CONTRACTED,71.28%,LOW
HWCO,11/23/25,User_GLD_228,83,18,Urban,Gold,12,4.98,Morning,Economy,81,$286.41 ,$3.54 ,STANDARD,21.69%,HIGH
HWCO,11/23/25,User_SIL_273,34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,$508.71 ,$4.75 ,STANDARD,26.47%,HIGH
HWCO,11/23/25,User_GLD_229,32,6,Rural,Gold,75,4.47,Morning,Premium,154,$721.72 ,$4.69 ,STANDARD,18.75%,HIGH
HWCO,11/23/25,User_GLD_230,22,7,Urban,Gold,15,3.53,Evening,Premium,180,$552.27 ,$3.07 ,CONTRACTED,31.82%,HIGH
HWCO,11/23/25,User_SIL_274,49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,$510.63 ,$3.15 ,CONTRACTED,40.82%,MEDIUM
HWCO,11/23/25,User_SIL_275,61,38,Urban,Silver,95,3.5,Night,Economy,164,$415.98 ,$2.54 ,CONTRACTED,62.30%,MEDIUM
HWCO,11/23/25,User_GLD_231,21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,$660.06 ,$4.34 ,STANDARD,42.86%,MEDIUM
HWCO,11/23/25,User_SIL_276,40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,$644.04 ,$4.10 ,STANDARD,45.00%,MEDIUM
HWCO,11/23/25,User_SIL_277,22,6,Urban,Silver,82,4.3,Morning,Premium,172,$710.88 ,$4.13 ,STANDARD,27.27%,HIGH
HWCO,11/23/25,User_GLD_232,34,11,Suburban,Gold,66,4.59,Morning,Economy,134,$478.20 ,$3.57 ,STANDARD,32.35%,HIGH
HWCO,11/23/25,User_SIL_278,56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,$744.42 ,$4.46 ,STANDARD,55.36%,MEDIUM
HWCO,11/23/25,User_GLD_233,93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,$478.77 ,$4.31 ,CUSTOM,38.71%,MEDIUM
HWCO,11/23/25,User_GLD_234,38,9,Suburban,Gold,57,4.26,Morning,Premium,16,$104.06 ,$6.50 ,STANDARD,23.68%,HIGH
HWCO,11/23/25,User_SIL_279,76,26,Suburban,Silver,74,4.18,Evening,Premium,159,$486.18 ,$3.06 ,CONTRACTED,34.21%,MEDIUM
HWCO,11/23/25,User_SIL_280,47,24,Suburban,Silver,11,3.62,Night,Premium,148,$657.09 ,$4.44 ,STANDARD,51.06%,MEDIUM
HWCO,11/23/25,User_SIL_281,64,10,Urban,Silver,62,4.98,Evening,Economy,38,$96.30 ,$2.53 ,CONTRACTED,15.63%,HIGH
HWCO,11/23/25,User_GLD_235,56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,$609.91 ,$4.24 ,CUSTOM,17.86%,HIGH
HWCO,11/23/25,User_SIL_282,44,25,Rural,Silver,32,4.43,Night,Premium,154,$502.10 ,$3.26 ,CONTRACTED,56.82%,MEDIUM
HWCO,11/23/25,User_REG_239,34,6,Rural,Regular,11,3.75,Morning,Economy,179,$465.72 ,$2.60 ,CONTRACTED,17.65%,HIGH
HWCO,11/23/25,User_SIL_283,45,18,Suburban,Silver,70,3.84,Night,Economy,122,$308.44 ,$2.53 ,CONTRACTED,40.00%,MEDIUM
HWCO,11/23/25,User_REG_240,31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,$806.02 ,$4.69 ,STANDARD,22.58%,HIGH
HWCO,11/23/25,User_REG_319,84,29,Urban,Regular,92,4.55,Morning,Premium,94,$424.16 ,$4.51 ,STANDARD,34.52%,MEDIUM
HWCO,11/23/25,User_GLD_312,44,6,Suburban,Gold,80,4.13,Night,Premium,40,$157.36 ,$3.93 ,CONTRACTED,13.64%,HIGH
HWCO,11/24/25,User_REG_241,95,28,Rural,Regular,34,4.48,Evening,Economy,163,$576.97 ,$3.54 ,STANDARD,29.47%,HIGH
HWCO,11/24/25,User_REG_242,82,59,Rural,Regular,39,3.5,Night,Premium,67,$284.29 ,$4.24 ,STANDARD,71.95%,LOW
HWCO,11/24/25,User_SIL_284,95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,$478.37 ,$4.93 ,STANDARD,40.00%,MEDIUM
HWCO,11/24/25,User_SIL_285,27,12,Suburban,Silver,1,4.93,Evening,Economy,41,$119.48 ,$2.91 ,STANDARD,44.44%,MEDIUM
HWCO,11/24/25,User_REG_243,94,23,Suburban,Regular,71,4.15,Night,Premium,154,$532.51 ,$3.46 ,CONTRACTED,24.47%,HIGH
HWCO,11/24/25,User_SIL_286,66,15,Urban,Silver,88,4.21,Evening,Premium,65,$291.90 ,$4.49 ,STANDARD,22.73%,HIGH
HWCO,11/24/25,User_GLD_236,40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,$707.86 ,$4.78 ,STANDARD,15.00%,HIGH
HWCO,11/24/25,User_SIL_287,56,27,Suburban,Silver,62,4.74,Evening,Premium,129,$435.72 ,$3.38 ,CONTRACTED,48.21%,MEDIUM
HWCO,11/24/25,User_GLD_237,54,6,Suburban,Gold,48,4.26,Morning,Economy,154,$504.08 ,$3.27 ,STANDARD,11.11%,HIGH
HWCO,11/24/25,User_SIL_288,46,15,Suburban,Silver,96,4.69,Morning,Premium,116,$497.38 ,$4.29 ,STANDARD,32.61%,HIGH
HWCO,11/24/25,User_SIL_289,65,16,Suburban,Silver,82,3.62,Evening,Premium,146,$460.80 ,$3.16 ,CONTRACTED,24.62%,HIGH
HWCO,11/24/25,User_GLD_238,96,48,Urban,Gold,11,4.19,Night,Economy,79,$272.50 ,$3.45 ,STANDARD,50.00%,MEDIUM
HWCO,11/24/25,User_GLD_239,47,9,Suburban,Gold,88,4.06,Night,Economy,93,$246.95 ,$2.66 ,CONTRACTED,19.15%,HIGH
HWCO,11/24/25,User_SIL_290,20,7,Urban,Silver,55,4.43,Night,Economy,153,$482.74 ,$3.16 ,STANDARD,35.00%,MEDIUM
HWCO,11/24/25,User_REG_244,94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,$205.50 ,$3.42 ,STANDARD,60.64%,MEDIUM
HWCO,11/24/25,User_SIL_291,52,30,Suburban,Silver,25,3.67,Night,Economy,142,$531.61 ,$3.74 ,STANDARD,57.69%,MEDIUM
HWCO,11/24/25,User_GLD_240,71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,$551.00 ,$3.51 ,STANDARD,8.45%,HIGH
HWCO,11/24/25,User_GLD_241,46,8,Rural,Gold,39,3.97,Evening,Premium,123,$396.96 ,$3.23 ,CONTRACTED,17.39%,HIGH
HWCO,11/24/25,User_REG_245,53,40,Urban,Regular,13,3.79,Night,Economy,118,$318.21 ,$2.70 ,CONTRACTED,75.47%,LOW
HWCO,11/24/25,User_REG_246,26,11,Urban,Regular,97,3.64,Morning,Economy,141,$427.06 ,$3.03 ,STANDARD,42.31%,MEDIUM
HWCO,11/24/25,User_GLD_242,100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,$448.31 ,$2.62 ,CONTRACTED,46.00%,MEDIUM
HWCO,11/24/25,User_REG_247,74,38,Urban,Regular,95,5,Evening,Economy,167,$455.41 ,$2.73 ,CONTRACTED,51.35%,MEDIUM
HWCO,11/24/25,User_GLD_243,53,5,Rural,Gold,100,4.46,Night,Premium,33,$179.17 ,$5.43 ,STANDARD,9.43%,HIGH
HWCO,11/24/25,User_GLD_244,75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,$104.19 ,$3.59 ,STANDARD,84.00%,LOW
HWCO,11/24/25,User_REG_248,44,9,Suburban,Regular,54,4.2,Morning,Premium,13,$91.68 ,$7.05 ,STANDARD,20.45%,HIGH
HWCO,11/24/25,User_REG_249,76,60,Suburban,Regular,81,3.6,Evening,Premium,72,$264.09 ,$3.67 ,CONTRACTED,78.95%,LOW
HWCO,11/24/25,User_SIL_292,88,18,Suburban,Silver,80,4.83,Evening,Economy,109,$424.66 ,$3.90 ,STANDARD,20.45%,HIGH
HWCO,11/24/25,User_GLD_245,54,35,Rural,Gold,95,4.98,Evening,Premium,61,$218.95 ,$3.59 ,CONTRACTED,64.81%,MEDIUM
HWCO,11/24/25,User_REG_250,49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,$248.17 ,$3.22 ,CONTRACTED,61.22%,MEDIUM
HWCO,11/24/25,User_SIL_293,25,8,Urban,Silver,11,4,Afternoon,Economy,109,$422.44 ,$3.88 ,STANDARD,32.00%,HIGH
HWCO,11/24/25,User_GLD_246,36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,$280.52 ,$3.26 ,STANDARD,50.00%,MEDIUM
HWCO,11/24/25,User_SIL_294,42,25,Suburban,Silver,44,4.99,Morning,Premium,122,$565.98 ,$4.64 ,STANDARD,59.52%,MEDIUM
HWCO,11/24/25,User_GLD_247,29,14,Rural,Gold,2,4.69,Night,Premium,180,$828.21 ,$4.60 ,STANDARD,48.28%,MEDIUM
HWCO,11/25/25,User_SIL_295,52,16,Urban,Silver,63,4.13,Morning,Economy,49,$132.85 ,$2.71 ,CONTRACTED,30.77%,HIGH
HWCO,11/25/25,User_GLD_248,37,6,Rural,Gold,59,4.73,Evening,Economy,20,$86.17 ,$4.31 ,CUSTOM,16.22%,HIGH
HWCO,11/25/25,User_GLD_249,91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,$545.39 ,$3.66 ,CONTRACTED,18.68%,HIGH
HWCO,11/25/25,User_SIL_296,29,8,Rural,Silver,79,4.26,Morning,Premium,133,$531.06 ,$3.99 ,CONTRACTED,27.59%,HIGH
HWCO,11/25/25,User_REG_251,62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,$108.60 ,$5.43 ,STANDARD,72.58%,LOW
HWCO,11/25/25,User_REG_252,69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,$462.66 ,$4.49 ,STANDARD,10.14%,HIGH
HWCO,11/25/25,User_SIL_297,32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,$254.95 ,$3.19 ,CONTRACTED,43.75%,MEDIUM
HWCO,11/25/25,User_GLD_250,78,31,Urban,Gold,6,3.78,Evening,Premium,64,$271.01 ,$4.23 ,STANDARD,39.74%,MEDIUM
HWCO,11/25/25,User_SIL_298,53,10,Rural,Silver,10,3.58,Evening,Economy,168,$424.49 ,$2.53 ,CONTRACTED,18.87%,HIGH
HWCO,11/25/25,User_SIL_299,60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,$151.78 ,$3.99 ,CONTRACTED,83.33%,LOW
HWCO,11/25/25,User_GLD_251,97,58,Urban,Gold,1,4.11,Morning,Premium,83,$383.07 ,$4.62 ,STANDARD,59.79%,MEDIUM
HWCO,11/25/25,User_GLD_252,87,77,Urban,Gold,12,3.56,Night,Premium,11,$97.78 ,$8.89 ,CUSTOM,88.51%,LOW
HWCO,11/25/25,User_SIL_300,74,20,Rural,Silver,68,4.36,Night,Economy,32,$119.59 ,$3.74 ,STANDARD,27.03%,HIGH
HWCO,11/25/25,User_GLD_253,90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,$126.57 ,$6.03 ,STANDARD,64.44%,MEDIUM
HWCO,11/25/25,User_REG_253,21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,$829.53 ,$4.71 ,STANDARD,38.10%,MEDIUM
HWCO,11/25/25,User_SIL_301,70,35,Urban,Silver,35,4.9,Night,Premium,108,$418.82 ,$3.88 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/25/25,User_REG_254,37,7,Suburban,Regular,1,3.92,Evening,Economy,62,$233.21 ,$3.76 ,STANDARD,18.92%,HIGH
HWCO,11/25/25,User_GLD_254,30,11,Rural,Gold,93,3.56,Night,Premium,155,$701.14 ,$4.52 ,STANDARD,36.67%,MEDIUM
HWCO,11/25/25,User_REG_255,64,22,Urban,Regular,26,4.24,Evening,Premium,115,$388.73 ,$3.38 ,CONTRACTED,34.38%,MEDIUM
HWCO,11/25/25,User_SIL_302,40,23,Urban,Silver,6,3.96,Night,Economy,178,$528.61 ,$2.97 ,STANDARD,57.50%,MEDIUM
HWCO,11/25/25,User_GLD_255,28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,$382.04 ,$4.15 ,STANDARD,64.29%,MEDIUM
HWCO,11/25/25,User_GLD_256,85,19,Rural,Gold,17,3.69,Morning,Economy,164,$587.33 ,$3.58 ,STANDARD,22.35%,HIGH
HWCO,11/25/25,User_GLD_257,92,77,Urban,Gold,100,4.26,Night,Economy,47,$167.74 ,$3.57 ,STANDARD,83.70%,LOW
HWCO,11/25/25,User_REG_256,93,56,Suburban,Regular,56,4.65,Evening,Premium,86,$304.84 ,$3.54 ,CONTRACTED,60.22%,MEDIUM
HWCO,11/25/25,User_REG_257,36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,$354.15 ,$2.90 ,STANDARD,69.44%,LOW
HWCO,11/25/25,User_REG_258,94,50,Suburban,Regular,88,4.95,Night,Premium,49,$250.46 ,$5.11 ,STANDARD,53.19%,MEDIUM
HWCO,11/25/25,User_GLD_258,27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,$495.22 ,$2.97 ,STANDARD,29.63%,HIGH
HWCO,11/25/25,User_REG_259,86,41,Rural,Regular,96,4.5,Morning,Premium,68,$301.55 ,$4.43 ,STANDARD,47.67%,MEDIUM
HWCO,11/25/25,User_REG_260,22,11,Rural,Regular,39,4.63,Evening,Economy,101,$433.03 ,$4.29 ,CUSTOM,50.00%,MEDIUM
HWCO,11/25/25,User_SIL_303,95,56,Rural,Silver,86,3.79,Morning,Premium,147,$671.47 ,$4.57 ,STANDARD,58.95%,MEDIUM
HWCO,11/25/25,User_SIL_304,99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,$49.71 ,$3.11 ,STANDARD,89.90%,LOW
HWCO,11/25/25,User_REG_261,22,8,Rural,Regular,4,4.84,Morning,Economy,122,$408.13 ,$3.35 ,STANDARD,36.36%,MEDIUM
HWCO,11/25/25,User_SIL_305,100,85,Suburban,Silver,59,4.46,Evening,Economy,110,$329.48 ,$3.00 ,STANDARD,85.00%,LOW
HWCO,11/26/25,User_SIL_306,61,38,Rural,Silver,100,4.34,Evening,Premium,78,$383.32 ,$4.91 ,STANDARD,62.30%,MEDIUM
HWCO,11/26/25,User_GLD_259,33,18,Suburban,Gold,7,4.01,Night,Economy,105,$313.07 ,$2.98 ,STANDARD,54.55%,MEDIUM
HWCO,11/26/25,User_GLD_260,39,22,Rural,Gold,63,3.87,Evening,Premium,170,$706.69 ,$4.16 ,STANDARD,56.41%,MEDIUM
HWCO,11/26/25,User_SIL_307,37,5,Urban,Silver,75,3.88,Evening,Premium,26,$142.62 ,$5.49 ,STANDARD,13.51%,HIGH
HWCO,11/26/25,User_SIL_308,95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,$708.82 ,$4.49 ,STANDARD,55.79%,MEDIUM
HWCO,11/26/25,User_GLD_261,28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,$593.07 ,$3.53 ,CONTRACTED,21.43%,HIGH
HWCO,11/26/25,User_GLD_262,66,17,Urban,Gold,84,4.47,Night,Economy,139,$604.38 ,$4.35 ,CUSTOM,25.76%,HIGH
HWCO,11/26/25,User_GLD_263,60,11,Suburban,Gold,18,4.29,Evening,Economy,26,$100.26 ,$3.86 ,STANDARD,18.33%,HIGH
HWCO,11/26/25,User_GLD_264,94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,$685.76 ,$4.42 ,STANDARD,36.17%,MEDIUM
HWCO,11/26/25,User_SIL_309,63,12,Urban,Silver,54,4.47,Evening,Premium,140,$446.41 ,$3.19 ,CONTRACTED,19.05%,HIGH
HWCO,11/26/25,User_SIL_310,38,8,Suburban,Silver,59,4.44,Night,Premium,75,$291.11 ,$3.88 ,CONTRACTED,21.05%,HIGH
HWCO,11/26/25,User_SIL_311,35,21,Suburban,Silver,13,4.14,Morning,Premium,36,$193.64 ,$5.38 ,STANDARD,60.00%,MEDIUM
HWCO,11/26/25,User_GLD_265,83,64,Suburban,Gold,78,4.01,Evening,Economy,109,$304.53 ,$2.79 ,CONTRACTED,77.11%,LOW
HWCO,11/26/25,User_SIL_312,62,14,Rural,Silver,33,4.23,Morning,Premium,85,$386.83 ,$4.55 ,STANDARD,22.58%,HIGH
HWCO,11/26/25,User_GLD_266,88,48,Urban,Gold,52,4.52,Night,Economy,92,$230.83 ,$2.51 ,CONTRACTED,54.55%,MEDIUM
HWCO,11/26/25,User_SIL_313,68,11,Rural,Silver,89,3.66,Evening,Economy,93,$333.91 ,$3.59 ,STANDARD,16.18%,HIGH
HWCO,11/26/25,User_REG_262,84,64,Urban,Regular,34,4.13,Evening,Premium,99,$353.81 ,$3.57 ,CONTRACTED,76.19%,LOW
HWCO,11/26/25,User_REG_263,40,10,Urban,Regular,60,3.87,Night,Premium,79,$293.20 ,$3.71 ,CONTRACTED,25.00%,HIGH
HWCO,11/26/25,User_REG_264,93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,$447.08 ,$3.10 ,CONTRACTED,21.51%,HIGH
HWCO,11/26/25,User_GLD_267,57,44,Urban,Gold,78,3.53,Evening,Economy,153,$584.89 ,$3.82 ,STANDARD,77.19%,LOW
HWCO,11/26/25,User_GLD_268,67,16,Suburban,Gold,24,4.52,Evening,Premium,150,$488.19 ,$3.25 ,CONTRACTED,23.88%,HIGH
HWCO,11/26/25,User_SIL_314,68,16,Urban,Silver,91,4.49,Night,Economy,77,$246.76 ,$3.20 ,STANDARD,23.53%,HIGH
HWCO,11/26/25,User_GLD_269,38,22,Urban,Gold,60,3.6,Morning,Premium,104,$312.17 ,$3.00 ,CONTRACTED,57.89%,MEDIUM
HWCO,11/26/25,User_SIL_315,49,28,Urban,Silver,61,3.9,Evening,Premium,172,$576.28 ,$3.35 ,CONTRACTED,57.14%,MEDIUM
HWCO,11/26/25,User_REG_265,98,59,Urban,Regular,55,4.6,Morning,Economy,100,$381.39 ,$3.81 ,STANDARD,60.20%,MEDIUM
HWCO,11/26/25,User_GLD_270,47,9,Suburban,Gold,38,4.06,Morning,Economy,141,$543.77 ,$3.86 ,STANDARD,19.15%,HIGH
HWCO,11/26/25,User_REG_266,27,11,Urban,Regular,97,4.78,Evening,Premium,137,$472.52 ,$3.45 ,CONTRACTED,40.74%,MEDIUM
HWCO,11/26/25,User_REG_267,59,29,Urban,Regular,68,4.4,Night,Premium,88,$286.06 ,$3.25 ,CONTRACTED,49.15%,MEDIUM
HWCO,11/26/25,User_REG_268,56,20,Urban,Regular,74,4.05,Evening,Economy,25,$88.96 ,$3.56 ,STANDARD,35.71%,MEDIUM
HWCO,11/26/25,User_GLD_271,50,39,Urban,Gold,62,3.95,Morning,Premium,135,$646.98 ,$4.79 ,STANDARD,78.00%,LOW
HWCO,11/26/25,User_GLD_272,93,37,Urban,Gold,37,4.75,Night,Economy,76,$292.92 ,$3.85 ,STANDARD,39.78%,MEDIUM
HWCO,11/26/25,User_REG_269,46,22,Rural,Regular,97,3.51,Morning,Economy,100,$395.77 ,$3.96 ,STANDARD,47.83%,MEDIUM
HWCO,11/26/25,User_SIL_316,56,19,Suburban,Silver,16,4.46,Evening,Premium,86,$279.68 ,$3.25 ,CONTRACTED,33.93%,HIGH
HWCO,11/27/25,User_GLD_273,37,16,Suburban,Gold,8,4.5,Evening,Economy,46,$192.50 ,$4.18 ,STANDARD,43.24%,MEDIUM
HWCO,11/27/25,User_REG_270,85,58,Urban,Regular,85,4.1,Night,Premium,92,$351.77 ,$3.82 ,CONTRACTED,68.24%,LOW
HWCO,11/27/25,User_REG_271,27,7,Urban,Regular,89,3.6,Morning,Premium,120,$555.40 ,$4.63 ,STANDARD,25.93%,HIGH
HWCO,11/27/25,User_SIL_317,44,16,Rural,Silver,31,3.96,Night,Premium,122,$395.38 ,$3.24 ,CONTRACTED,36.36%,MEDIUM
HWCO,11/27/25,User_REG_272,75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,$261.51 ,$3.96 ,CONTRACTED,68.00%,LOW
HWCO,11/27/25,User_GLD_274,21,11,Urban,Gold,46,3.84,Morning,Economy,103,$397.56 ,$3.86 ,STANDARD,52.38%,MEDIUM
HWCO,11/27/25,User_SIL_318,42,29,Suburban,Silver,67,4.59,Morning,Premium,153,$735.28 ,$4.81 ,STANDARD,69.05%,LOW
HWCO,11/27/25,User_SIL_319,25,15,Suburban,Silver,100,4.9,Night,Premium,94,$289.46 ,$3.08 ,CONTRACTED,60.00%,MEDIUM
HWCO,11/27/25,User_REG_273,67,46,Suburban,Regular,92,4.72,Morning,Economy,32,$97.68 ,$3.05 ,STANDARD,68.66%,LOW
